Accession ID	Collection date	Submission date	Location
EPI_ISL_1966198	2021-03-09	2021-05-08	South America / Brazil / Sao Paulo
EPI_ISL_1495037	2021-03-09	2021-04-07	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_1495036	2021-03-12	2021-04-07	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_1495026	2021-03-03	2021-04-07	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_1495016	2021-03-03	2021-04-07	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_1495014	2021-03-03	2021-04-07	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_1495011	2021-03-05	2021-04-07	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_1493579	2021-02-25	2021-04-06	South America / Brazil / Rondonia / Porto Velho
EPI_ISL_984619	2021-02-03	2021-02-13	South America / Brazil / Rio Grande do Sul
EPI_ISL_1494977	2021-02-26	2021-04-07	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_1498917	2021-02-01	2021-04-07	South America / Brazil / Sao Paulo / Mirandopolis
EPI_ISL_2245185	2021-02-09	2021-05-24	South America / Brazil / Sao Paulo / Araraquara
EPI_ISL_2249397	2021-03-09	2021-05-25	South America / Brazil / Minas Gerais / Ibirite
EPI_ISL_1520129	2021-02-19	2021-04-09	South America / Brazil / Sao Paulo / Mococa
EPI_ISL_1520136	2021-02-19	2021-04-09	South America / Brazil / Sao Paulo / Mococa
EPI_ISL_1520130	2021-02-19	2021-04-09	South America / Brazil / Sao Paulo / Mococa
EPI_ISL_1533725	2021-03-03	2021-04-10	South America / Brazil / Sao Paulo / Guarulhos
EPI_ISL_1533722	2021-03-09	2021-04-10	South America / Brazil / Sao Paulo / Piracaia
EPI_ISL_1533723	2021-03-08	2021-04-10	South America / Brazil / Sao Paulo / Itaquaquecetuba
EPI_ISL_1533706	2021-02-23	2021-04-10	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_1533701	2021-02-15	2021-04-10	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_1533719	2021-03-07	2021-04-10	South America / Brazil / Sao Paulo / Holambra
EPI_ISL_1533714	2021-03-06	2021-04-10	South America / Brazil / Sao Paulo / Osasco
EPI_ISL_1533711	2021-02-24	2021-04-10	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_1533713	2021-03-08	2021-04-10	South America / Brazil / Sao Paulo / Hortolandia
EPI_ISL_1533996	2021-02-01	2021-04-10	South America / Brazil / Santa Catarina / Sao Jose
EPI_ISL_1534000	2021-02-19	2021-04-10	South America / Brazil / Parana / Londrina
EPI_ISL_1534002	2021-02-23	2021-04-10	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_1534008	2021-02-26	2021-04-10	South America / Brazil / Santa Catarina / Joinville
EPI_ISL_1533690	2021-02-19	2021-04-10	South America / Brazil / Sao Paulo / Mococa
EPI_ISL_1533699	2021-02-10	2021-04-10	South America / Brazil / Sao Paulo / Biritiba Mirim
EPI_ISL_1534011	2021-03-11	2021-04-10	South America / Brazil / Rio de Janeiro / Niteroi
EPI_ISL_1534013	2021-03-15	2021-04-10	South America / Brazil / Rio Grande do Sul / Porto Xavier
EPI_ISL_1534014	2021-03-16	2021-04-10	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_1060991	2021-01-08	2021-02-23	South America / Brazil / Amazonas / Manaus
EPI_ISL_1067733	2021-01-23	2021-02-24	South America / Brazil / Bahia
EPI_ISL_1068261	2021-01-05	2021-02-25	South America / Brazil / Amazonas / Manaus
EPI_ISL_1068289	2021-01-05	2021-02-25	South America / Brazil / Amazonas / Presidente Figueiredo
EPI_ISL_1068275	2021-01-08	2021-02-25	South America / Brazil / Amazonas / Manaus
EPI_ISL_1068269	2021-01-08	2021-02-25	South America / Brazil / Amazonas / Manaus
EPI_ISL_1068291	2021-01-07	2021-02-25	South America / Brazil / Amazonas / Careiro
EPI_ISL_1060943	2020-12-17	2021-02-23	South America / Brazil / Amazonas / Manaus
EPI_ISL_1061026	2021-01-05	2021-02-23	South America / Brazil / Amazonas / Manaus
EPI_ISL_1060931	2020-12-28	2021-02-23	South America / Brazil / Amazonas / Manaus
EPI_ISL_1060932	2021-01-04	2021-02-23	South America / Brazil / Amazonas / Manaus
EPI_ISL_1061021	2020-12-18	2021-02-23	South America / Brazil / Amazonas / Manaus
EPI_ISL_1786560	2021-03-03	2021-04-29	South America / Brazil / Sao Paulo / Santos
EPI_ISL_1060877	2020-12-07	2021-02-23	South America / Brazil / Amazonas / Manaus
EPI_ISL_1578740	2021-03-31	2021-04-13	South America / Brazil / Sao Paulo / Cesario Lange
EPI_ISL_1578453	2021-03-31	2021-04-13	South America / Brazil / Sao Paulo / Taquarituba
EPI_ISL_1580502	2021-04-02	2021-04-13	South America / Brazil / Sao Paulo / Botucatu
EPI_ISL_1583663	2021-02-12	2021-04-14	South America / Brazil / Bahia
EPI_ISL_1583674	2021-02-08	2021-04-14	South America / Brazil / Bahia
EPI_ISL_1583725	2021-03-01	2021-04-14	South America / Brazil / Bahia
EPI_ISL_1583672	2021-03-02	2021-04-14	South America / Brazil / Bahia
EPI_ISL_1583679	2021-03-04	2021-04-14	South America / Brazil / Bahia
EPI_ISL_1583650	2021-02-04	2021-04-14	South America / Brazil / Bahia
EPI_ISL_1583682	2021-02-08	2021-04-14	South America / Brazil / Bahia
EPI_ISL_1583680	2021-02-19	2021-04-14	South America / Brazil / Bahia
EPI_ISL_1583683	2021-02-12	2021-04-14	South America / Brazil / Bahia
EPI_ISL_1608170	2021-02-23	2021-04-15	South America / Brazil / Bahia / Salvador
EPI_ISL_1608168	2021-02-13	2021-04-15	South America / Brazil / Bahia / Salvador
EPI_ISL_1608161	2021-02-07	2021-04-15	South America / Brazil / Bahia / Salvador
EPI_ISL_1608164	2021-02-16	2021-04-15	South America / Brazil / Bahia / Salvador
EPI_ISL_1608166	2021-02-17	2021-04-15	South America / Brazil / Bahia / Salvador
EPI_ISL_1608167	2021-02-12	2021-04-15	South America / Brazil / Bahia / Salvador
EPI_ISL_985312	2021-01-19	2021-02-15	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_985307	2021-01-19	2021-02-15	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_985314	2021-01-19	2021-02-15	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_985306	2021-01-19	2021-02-15	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_1625984	2021-02-18	2021-04-16	South America / Brazil / Sao Paulo / Araras
EPI_ISL_1625976	2021-03-08	2021-04-16	South America / Brazil / Sao Paulo / Divinolandia
EPI_ISL_1625975	2021-03-07	2021-04-16	South America / Brazil / Sao Paulo / Sumare
EPI_ISL_1625974	2021-03-15	2021-04-16	South America / Brazil / Sao Paulo / Aracatuba
EPI_ISL_1625978	2021-02-15	2021-04-16	South America / Brazil / Sao Paulo / Rio Claro
EPI_ISL_1625972	2021-03-12	2021-04-16	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_1625999	2021-02-26	2021-04-16	South America / Brazil / Sao Paulo / Rio Claro
EPI_ISL_1625990	2021-02-21	2021-04-16	South America / Brazil / Sao Paulo / Leme
EPI_ISL_1625995	2021-02-26	2021-04-16	South America / Brazil / Sao Paulo / Rio Claro
EPI_ISL_1625994	2021-02-26	2021-04-16	South America / Brazil / Sao Paulo / Leme
EPI_ISL_1625992	2021-02-24	2021-04-16	South America / Brazil / Sao Paulo / Limeira
EPI_ISL_2241325	2021-05-13	2021-05-24	South America / Brazil / Sao Paulo
EPI_ISL_1626606	2021-02-27	2021-04-16	South America / Brazil / Sao Paulo / Rio Claro
EPI_ISL_985318	2021-01-08	2021-02-15	South America / Brazil / Santa Catarina / Florianopolis
EPI_ISL_1628372	2021-03-15	2021-04-17	South America / Brazil / Sao Paulo / Morro Agudo
EPI_ISL_1628373	2021-03-22	2021-04-17	South America / Brazil / Sao Paulo / Bebedouro
EPI_ISL_1628376	2021-03-19	2021-04-17	South America / Brazil / Sao Paulo / Guariba
EPI_ISL_1628378	2021-03-21	2021-04-17	South America / Brazil / Sao Paulo / Jardinopolis
EPI_ISL_1628361	2021-03-17	2021-04-17	South America / Brazil / Sao Paulo / Pedro de Toledo
EPI_ISL_1628362	2021-03-17	2021-04-17	South America / Brazil / Sao Paulo / Pariquera-Acu
EPI_ISL_1628364	2021-03-16	2021-04-17	South America / Brazil / Goias / Goiania
EPI_ISL_1628365	2021-03-17	2021-04-17	South America / Brazil / Goias / Goiania
EPI_ISL_1628366	2021-03-18	2021-04-17	South America / Brazil / Sao Paulo / Patrocinio Paulista
EPI_ISL_1628367	2021-03-18	2021-04-17	South America / Brazil / Sao Paulo / Guaira
EPI_ISL_1628354	2021-03-14	2021-04-17	South America / Brazil / Sao Paulo / Jacupiranga
EPI_ISL_1628355	2021-03-17	2021-04-17	South America / Brazil / Sao Paulo / Cajati
EPI_ISL_1628347	2021-03-13	2021-04-17	South America / Brazil / Sao Paulo / Registro
EPI_ISL_1628349	2021-03-13	2021-04-17	South America / Brazil / Sao Paulo / Registro
EPI_ISL_1630158	2020-11-30	2021-04-18	South America / Brazil / Rio Grande do Sul / Campo Bom
EPI_ISL_1000673	2021-01-22	2021-02-15	South America / Brazil / Sao Paulo / Sao Jose dos Campos
EPI_ISL_1664201	2021-03-27	2021-04-21	South America / Brazil / Rio de Janeiro / Sao Pedro da Aldeia
EPI_ISL_1664200	2021-03-27	2021-04-21	South America / Brazil / Rio de Janeiro / Sao Pedro da Aldeia
EPI_ISL_1664119	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664114	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664113	2021-03-25	2021-04-21	South America / Brazil / Rio de Janeiro / Bom Jardim
EPI_ISL_1664116	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664115	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664193	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Paraiba do Sul
EPI_ISL_1664192	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Aperibe
EPI_ISL_1664191	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Aperibe
EPI_ISL_1664198	2021-03-27	2021-04-21	South America / Brazil / Rio de Janeiro / Sao Pedro da Aldeia
EPI_ISL_1664196	2021-03-27	2021-04-21	South America / Brazil / Rio de Janeiro / Paraiba do Sul
EPI_ISL_1664190	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Aperibe
EPI_ISL_1664199	2021-03-27	2021-04-21	South America / Brazil / Rio de Janeiro / Sao Pedro da Aldeia
EPI_ISL_1664183	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Mangaratiba
EPI_ISL_1664182	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Mangaratiba
EPI_ISL_1664180	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Macae
EPI_ISL_1664189	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Mangaratiba
EPI_ISL_1664188	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Duas Barras
EPI_ISL_1664172	2021-03-25	2021-04-21	South America / Brazil / Rio de Janeiro / Conceicao de Macabu
EPI_ISL_1664171	2021-03-25	2021-04-21	South America / Brazil / Rio de Janeiro / Conceicao de Macabu
EPI_ISL_1664174	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Volta Redonda
EPI_ISL_1664173	2021-03-25	2021-04-21	South America / Brazil / Rio de Janeiro / Conceicao de Macabu
EPI_ISL_1664178	2021-03-27	2021-04-21	South America / Brazil / Rio de Janeiro / Volta Redonda
EPI_ISL_1664177	2021-03-27	2021-04-21	South America / Brazil / Rio de Janeiro / Volta Redonda
EPI_ISL_1664161	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Rio Claro
EPI_ISL_1664163	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Rio Claro
EPI_ISL_1664162	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Rio Claro
EPI_ISL_1664169	2021-03-25	2021-04-21	South America / Brazil / Rio de Janeiro / Conceicao de Macabu
EPI_ISL_1664168	2021-03-25	2021-04-21	South America / Brazil / Rio de Janeiro / Conceicao de Macabu
EPI_ISL_1664150	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664154	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664153	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664151	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664156	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664155	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664159	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Paty do Alferes
EPI_ISL_1664143	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Resende
EPI_ISL_1664142	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Resende
EPI_ISL_1664146	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Resende
EPI_ISL_1664145	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Resende
EPI_ISL_1664144	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Resende
EPI_ISL_1664149	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664131	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Volta Redonda
EPI_ISL_1664136	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Rio das Flores
EPI_ISL_1664135	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Rio das Flores
EPI_ISL_1664139	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Resende
EPI_ISL_1664137	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Rio das Flores
EPI_ISL_1664120	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664125	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Rio das Ostras
EPI_ISL_1664124	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Rio das Ostras
EPI_ISL_1664122	2021-03-24	2021-04-21	South America / Brazil / Rio de Janeiro / Petropolis
EPI_ISL_1664128	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Volta Redonda
EPI_ISL_1664127	2021-03-26	2021-04-21	South America / Brazil / Rio de Janeiro / Rio das Ostras
EPI_ISL_1716442	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1715144	2021-03-16	2021-04-25	South America / Brazil / Sao Paulo / Robeirao Preto
EPI_ISL_1715149	2021-04-03	2021-04-25	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_1715142	2021-03-22	2021-04-25	South America / Brazil / Sao Paulo / Patrocinio Paulista
EPI_ISL_1715156	2021-04-05	2021-04-25	South America / Brazil / Sao Paulo / Capao Bonito
EPI_ISL_1716488	2021-02-06	2021-04-25	South America / Brazil / Goias / Montes Claros de Goias
EPI_ISL_1715154	2021-04-05	2021-04-25	South America / Brazil / Sao Paulo / Salto
EPI_ISL_1715155	2021-04-05	2021-04-25	South America / Brazil / Sao Paulo / Porto Feliz
EPI_ISL_1715158	2021-04-05	2021-04-25	South America / Brazil / Sao Paulo / Itapevi
EPI_ISL_1715153	2021-04-02	2021-04-25	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_1715150	2021-04-03	2021-04-25	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_1715151	2021-04-03	2021-04-25	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_1716454	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716452	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1715134	2021-03-10	2021-04-25	South America / Brazil / Sao Paulo / Ibitinga
EPI_ISL_1715135	2021-03-09	2021-04-25	South America / Brazil / Sao Paulo / Ituverava
EPI_ISL_1716463	2021-02-12	2021-04-25	South America / Brazil / Goias / Catalao
EPI_ISL_1715138	2021-03-15	2021-04-25	South America / Brazil / Sao Paulo / Cravinhos
EPI_ISL_1715139	2021-03-09	2021-04-25	South America / Brazil / Sao Paulo / Taquaritinga
EPI_ISL_1715136	2021-03-07	2021-04-25	South America / Brazil / Sao Paulo / Ituverava
EPI_ISL_1715137	2021-03-16	2021-04-25	South America / Brazil / Sao Paulo / Itapolis
EPI_ISL_1716403	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716438	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716439	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716432	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716433	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716430	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716431	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716436	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716437	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716434	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716435	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716449	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716443	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716444	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716447	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716446	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716440	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716418	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716419	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716416	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716417	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716410	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716411	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716414	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716413	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716429	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716427	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716428	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716422	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716420	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716423	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716424	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716474	2021-02-26	2021-04-25	South America / Brazil / Goias / Iaciara
EPI_ISL_1716472	2021-02-15	2021-04-25	South America / Brazil / Goias / Morrinhos
EPI_ISL_1716471	2021-02-22	2021-04-25	South America / Brazil / Goias / Quirinopolis
EPI_ISL_1716487	2021-02-11	2021-04-25	South America / Brazil / Goias / Faina
EPI_ISL_1716485	2021-02-03	2021-04-25	South America / Brazil / Goias / Rio Verde
EPI_ISL_1716480	2021-02-27	2021-04-25	South America / Brazil / Goias / Trindade
EPI_ISL_1716484	2021-02-06	2021-04-25	South America / Brazil / Goias / Abadia de Goias
EPI_ISL_1716481	2021-02-27	2021-04-25	South America / Brazil / Goias / Trindade
EPI_ISL_1716482	2021-02-19	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716455	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716453	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716459	2021-02-18	2021-04-25	South America / Brazil / Goias / Mundo Novo
EPI_ISL_1716456	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716457	2021-02-18	2021-04-25	South America / Brazil / Goias / Bom Jesus de Goias
EPI_ISL_1716451	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716464	2021-02-12	2021-04-25	South America / Brazil / Goias / Catalao
EPI_ISL_1716467	2021-02-16	2021-04-25	South America / Brazil / Goias / Jussara
EPI_ISL_1716468	2021-02-12	2021-04-25	South America / Brazil / Goias / Itapaci
EPI_ISL_1716462	2021-02-12	2021-04-25	South America / Brazil / Goias / Catalao
EPI_ISL_1716460	2021-02-26	2021-04-25	South America / Brazil / Goias / Turvania
EPI_ISL_1716498	2021-02-10	2021-04-25	South America / Brazil / Goias / Davinopolis
EPI_ISL_1716496	2021-02-09	2021-04-25	South America / Brazil / Goias / Sao Luis de Montes Belos
EPI_ISL_1716497	2021-02-09	2021-04-25	South America / Brazil / Goias / Jussara
EPI_ISL_1716490	2021-02-08	2021-04-25	South America / Brazil / Goias / Davinopolis
EPI_ISL_1716491	2021-02-08	2021-04-25	South America / Brazil / Goias / Catalao
EPI_ISL_1716407	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716406	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716409	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716400	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716404	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716401	2021-03-04	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716402	2021-03-05	2021-04-25	South America / Brazil / Goias / Goiania
EPI_ISL_1716510	2021-02-15	2021-04-25	South America / Brazil / Goias / Bom Jesus de Goias
EPI_ISL_1716513	2021-02-16	2021-04-25	South America / Brazil / Goias / Sao Luis de Montes Belos
EPI_ISL_1716512	2021-02-16	2021-04-25	South America / Brazil / Goias / Damolandia
EPI_ISL_1716506	2021-02-14	2021-04-25	South America / Brazil / Goias / Sao Luis de Montes Belos
EPI_ISL_1716507	2021-02-15	2021-04-25	South America / Brazil / Goias / Catalao
EPI_ISL_1716504	2021-02-10	2021-04-25	South America / Brazil / Goias / Santa Fe de Goias
EPI_ISL_1716508	2021-02-15	2021-04-25	South America / Brazil / Goias / Catalao
EPI_ISL_1716509	2021-02-15	2021-04-25	South America / Brazil / Goias / Ceres
EPI_ISL_1716503	2021-02-10	2021-04-25	South America / Brazil / Goias / Santa Fe de Goias
EPI_ISL_1716501	2021-02-11	2021-04-25	South America / Brazil / Goias / Itumbiara
EPI_ISL_1731604	2021-03-31	2021-04-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_1731605	2021-04-03	2021-04-26	South America / Brazil / Sao Paulo / Taubate
EPI_ISL_1731607	2021-04-03	2021-04-26	South America / Brazil / Sao Paulo / Guaratingueta
EPI_ISL_1731598	2021-03-23	2021-04-26	South America / Brazil / Sao Paulo / Sao Paulo
EPI_ISL_1731591	2021-04-05	2021-04-26	South America / Brazil / Sao Paulo / Sao Roque
EPI_ISL_1731585	2021-04-03	2021-04-26	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_1731586	2021-04-03	2021-04-26	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_1731583	2021-04-03	2021-04-26	South America / Brazil / Sao Paulo / Sorocaba
EPI_ISL_1731576	2021-03-07	2021-04-26	South America / Brazil / Sao Paulo / Ribeirao Preto
EPI_ISL_1734883	2021-04-05	2021-04-26	South America / Brazil / Sao Paulo / Araraquara
EPI_ISL_1734880	2021-04-05	2021-04-26	South America / Brazil / Sao Paulo / Araraquara
EPI_ISL_1734878	2021-04-05	2021-04-26	South America / Brazil / Sao Paulo / Araraquara
EPI_ISL_1734871	2021-04-03	2021-04-26	South America / Brazil / Sao Paulo / Porto Ferreira
EPI_ISL_1734861	2021-04-05	2021-04-26	South America / Brazil / Sao Paulo / Ibitinga
EPI_ISL_1734857	2021-04-05	2021-04-26	South America / Brazil / Sao Paulo / Rincao
EPI_ISL_1734852	2021-04-05	2021-04-26	South America / Brazil / Sao Paulo / Boa Esperanca do Sul
EPI_ISL_1734853	2021-04-05	2021-04-26	South America / Brazil / Sao Paulo / Boa Esperanca do Sul
EPI_ISL_1734850	2021-04-05	2021-04-26	South America / Brazil / Sao Paulo / Dourado
EPI_ISL_1734843	2021-04-03	2021-04-26	South America / Brazil / Sao Paulo / Dourado
EPI_ISL_1734844	2021-04-03	2021-04-26	South America / Brazil / Sao Paulo / Descalvado
EPI_ISL_1734849	2021-04-03	2021-04-26	South America / Brazil / Sao Paulo / Gaviao Peixoto
